channel_name,handle,profile_url,subscriber_count,found_in_query
Hooper Highlights,,https://www.youtube.com/results?search_query=Hooper+Highlights,730k,Minnesota MBA
HairCut Harry,,https://www.youtube.com/results?search_query=HairCut+Harry,728K,Minnesota knife shop
Kui mwagi,,https://www.youtube.com/results?search_query=Kui+mwagi,728K,Minnesota plastic surgery
Bloomington MN Police Department,,https://www.youtube.com/results?search_query=Bloomington+MN+Police+Department,725K,Minnesota curling
sdpn,,https://www.youtube.com/results?search_query=sdpn,725K,Minnesota Chinese food
Marc Heu Patisserie Paris,,https://www.youtube.com/results?search_query=Marc+Heu+Patisserie+Paris,725K,Minnesota chocolate shop
American Indian Family Center,,https://www.youtube.com/results?search_query=American+Indian+Family+Center,724K,Martin County MN
JustKiddingNews,,https://www.youtube.com/results?search_query=JustKiddingNews,714K,Minnesota doctor office
Bob Horsnell,,https://www.youtube.com/results?search_query=Bob+Horsnell,710K,Pine Springs MN
Marcus & Neisha,,https://www.youtube.com/results?search_query=Marcus+&+Neisha,709K,Minnesota cider making
minneapaulis,,https://www.youtube.com/results?search_query=minneapaulis,708K,Minnesota outlet
2moociaos,@2moociaos,https://www.youtube.com/results?search_query=2moociaos,708K,Minnesota nursery
Integrity Electric,,https://www.youtube.com/results?search_query=Integrity+Electric,708K,Minnesota outlet
MichiganMangler,,https://www.youtube.com/results?search_query=MichiganMangler,708K,Minnesota outlet
"Minnesota News, Songs & prayer",,"https://www.youtube.com/results?search_query=Minnesota+News,+Songs+&+prayer",704K,Minnesota news
INDEPENDENT NEWS COVERAGE,,https://www.youtube.com/results?search_query=INDEPENDENT+NEWS+COVERAGE,704K,Minnesota news today
Minnesota Institute,,https://www.youtube.com/results?search_query=Minnesota+Institute,704K,Minnesota current events
DeVory Darkins,,https://www.youtube.com/results?search_query=DeVory+Darkins,704K,Minnesota synagogue
Office of Governor Mark Dayton,,https://www.youtube.com/results?search_query=Office+of+Governor+Mark+Dayton,704K,Minnesota current events
ThreeDogsFarm,,https://www.youtube.com/results?search_query=ThreeDogsFarm,704K,Todd County Minnesota
Conversations from Tennessee,,https://www.youtube.com/results?search_query=Conversations+from+Tennessee,701K,Minnesota daycare
birdlars007,,https://www.youtube.com/results?search_query=birdlars007,701K,Minnesota American Legion
Appelman Criminal Defense MN,,https://www.youtube.com/results?search_query=Appelman+Criminal+Defense+MN,701K,Minnesota law school
Yang Laoshi Chinese Class,,https://www.youtube.com/results?search_query=Yang+Laoshi+Chinese+Class,701K,Minnesota Chinese class
Squirmy and Grubs,,https://www.youtube.com/results?search_query=Squirmy+and+Grubs,701K,Minnesota fertility
Bella’s House Of Doodles,,https://www.youtube.com/results?search_query=Bella’s+House+Of+Doodles,701K,Minnesota pet groomer
Randy Tesdahl,,https://www.youtube.com/results?search_query=Randy+Tesdahl,701K,Minnesota American Legion
Chester Bay,,https://www.youtube.com/results?search_query=Chester+Bay,701K,leaving Minnesota
Amanda Bahma,,https://www.youtube.com/results?search_query=Amanda+Bahma,700K,Minnesota pet groomer
FBS Rosemount,,https://www.youtube.com/results?search_query=FBS+Rosemount,694K,Minnesota basketball
Minnesota Basketball Club,,https://www.youtube.com/results?search_query=Minnesota+Basketball+Club,694K,Minnesota basketball
ManlyBadassHero,,https://www.youtube.com/results?search_query=ManlyBadassHero,688K,St Marys Point MN
Entertaining With Beth,,https://www.youtube.com/results?search_query=Entertaining+With+Beth,676K,Minnesota German food
MrTinner007,,https://www.youtube.com/results?search_query=MrTinner007,675K,Minnesota sports bar
The Wonton Don,,https://www.youtube.com/results?search_query=The+Wonton+Don,675K,Minnesota sports bar
thethinredman,,https://www.youtube.com/results?search_query=thethinredman,675K,Minnesota band hire
Minnesota Vikings - The Alamo City (MVSA),,https://www.youtube.com/results?search_query=Minnesota+Vikings+-+The+Alamo+City+(MVSA),675K,Minnesota lions club
Therailstation,,https://www.youtube.com/results?search_query=Therailstation,675K,Minnesota sports bar
xxBrunelzxx,,https://www.youtube.com/results?search_query=xxBrunelzxx,675K,Minnesota band hire
Vietnamese Food,,https://www.youtube.com/results?search_query=Vietnamese+Food,656K,Minnesota Vietnamese food
EvilUncleGrimaceWoodworking,,https://www.youtube.com/results?search_query=EvilUncleGrimaceWoodworking,654K,Minnesota DIY
In the Studio Doing a Session,,https://www.youtube.com/results?search_query=In+the+Studio+Doing+a+Session,647K,Minnesota baking
Danita Taylor,,https://www.youtube.com/results?search_query=Danita+Taylor,647K,Minnesota baking
Madison Finstad,,https://www.youtube.com/results?search_query=Madison+Finstad,647K,Minnesota vlogger
Bjerknes Adventures,,https://www.youtube.com/results?search_query=Bjerknes+Adventures,645K,Minnesota adventure
Crime Pays But Botany Doesn't,,https://www.youtube.com/results?search_query=Crime+Pays+But+Botany+Doesn't,645K,Minnesota wine tasting
Kevin Scott Golembeck,,https://www.youtube.com/results?search_query=Kevin+Scott+Golembeck,644K,Scott County MN
MN Outdoor,,https://www.youtube.com/results?search_query=MN+Outdoor,635K,Minnesota kayaking
Special Olympics Minnesota,,https://www.youtube.com/results?search_query=Special+Olympics+Minnesota,635K,Minnesota swimming
FOX Weather,,https://www.youtube.com/results?search_query=FOX+Weather,635K,Minnesota weather
Minnesota travel guide to Minnesota,,https://www.youtube.com/results?search_query=Minnesota+travel+guide+to+Minnesota,635K,Minnesota how to
Prestige Pools,,https://www.youtube.com/results?search_query=Prestige+Pools,635K,Minnesota pool
First Minnesota,,https://www.youtube.com/results?search_query=First+Minnesota,635K,Minnesota youtuber
ourstorymn,,https://www.youtube.com/results?search_query=ourstorymn,635K,Minnesota TV show
Jarad Watts,,https://www.youtube.com/results?search_query=Jarad+Watts,632K,Minnesota bike shop
Chelsea Devours,,https://www.youtube.com/results?search_query=Chelsea+Devours,632K,Minnesota coffee shop
Ian Carroll,,https://www.youtube.com/results?search_query=Ian+Carroll,632K,Minnesota shoe store
4pocketsfull,,https://www.youtube.com/results?search_query=4pocketsfull,632K,Minnesota jewelry store
Off Grid Armory,,https://www.youtube.com/results?search_query=Off+Grid+Armory,632K,Minnesota gun shop
Glacial Hills Eagles,,https://www.youtube.com/results?search_query=Glacial+Hills+Eagles,632K,Minnesota private school
ERIK'S Bike • Board • Ski,ERIK'S Bike • Board • Ski,https://www.youtube.com/results?search_query=ERIK'S+Bike+•+Board+•+Ski,632K,Minnesota bike shop
CoolBlueDiamond,,https://www.youtube.com/results?search_query=CoolBlueDiamond,632K,Minnesota jewelry store
WCHSMN,,https://www.youtube.com/results?search_query=WCHSMN,632K,Washington County Minnesota
HabitatMinnesota,,https://www.youtube.com/results?search_query=HabitatMinnesota,632K,St Louis County Minnesota
Dude Dad,,https://www.youtube.com/results?search_query=Dude+Dad,632K,MN dad
Eagan Esports,,https://www.youtube.com/results?search_query=Eagan+Esports,631K,Minnesota esports
League_OS,@league_os5475,https://www.youtube.com/results?search_query=League_OS,631K,Minnesota esports
Bigos Management,,https://www.youtube.com/results?search_query=Bigos+Management,627K,Lilydale Minnesota
Michael Knowles,,https://www.youtube.com/results?search_query=Michael+Knowles,627K,Minnesota veterinarian
Paws and Claws Humane Society,,https://www.youtube.com/results?search_query=Paws+and+Claws+Humane+Society,626K,Minnesota veterinarian
Bcr Zaf,,https://www.youtube.com/results?search_query=Bcr+Zaf,626K,Minnesota language school
Allison Larson | Mortgage Lender & Strategist,,https://www.youtube.com/results?search_query=Allison+Larson+|+Mortgage+Lender+&+Strategist,622K,Minnesota accountant
401k Plan Professionals,,https://www.youtube.com/results?search_query=401k+Plan+Professionals,622K,Minnesota financial advisor
Peter O'Brien,,https://www.youtube.com/results?search_query=Peter+O'Brien,622K,Minnesota financial advisor
Freeway Ford,,https://www.youtube.com/results?search_query=Freeway+Ford,622K,Minnesota RV dealer
Ice Castle Fish Houses,,https://www.youtube.com/results?search_query=Ice+Castle+Fish+Houses,622K,Minnesota RV dealer
Buck’s Bucks,,https://www.youtube.com/results?search_query=Buck’s+Bucks,609K,Minnesota knife shop
Walk With Me Tim,,https://www.youtube.com/results?search_query=Walk+With+Me+Tim,609K,Minnesota waldorf
DotSale Music,,https://www.youtube.com/results?search_query=DotSale+Music,609K,Minnesota knife shop
Last Days,,https://www.youtube.com/results?search_query=Last+Days,608K,Minnesota recent
Eduardo II Kabristante,,https://www.youtube.com/results?search_query=Eduardo+II+Kabristante,606K,Minnesota Vietnamese food
Sam Hyde,,https://www.youtube.com/results?search_query=Sam+Hyde,606K,Minnesota sandwich shop
Thriller Wolf,,https://www.youtube.com/results?search_query=Thriller+Wolf,606K,Minnesota Chinese food
Minnesota 3 Gun,,https://www.youtube.com/results?search_query=Minnesota+3+Gun,606K,Minnesota belt making
Boltyz,,https://www.youtube.com/results?search_query=Boltyz,604K,Minnesota shoe store
Radical Denominators Band,,https://www.youtube.com/results?search_query=Radical+Denominators+Band,603K,Minnesota American Legion
Yoshiko's Japanese class,,https://www.youtube.com/results?search_query=Yoshiko's+Japanese+class,597K,Minnesota Japanese class
purePurpleAlphabetsoup,,https://www.youtube.com/results?search_query=purePurpleAlphabetsoup,595K,Prince Minnesota
prince samuels,@princesamuels8204,https://www.youtube.com/results?search_query=prince+samuels,595K,Prince Minnesota
Jessie Woo,,https://www.youtube.com/results?search_query=Jessie+Woo,595K,Minnesota tea house
Mind of Jamal MoJ,,https://www.youtube.com/results?search_query=Mind+of+Jamal+MoJ,595K,Minnesota tea house
Tom Ilstrup,,https://www.youtube.com/results?search_query=Tom+Ilstrup,595K,Minnesota cabinet
Purple Memoirs,,https://www.youtube.com/results?search_query=Purple+Memoirs,595K,Prince Minnesota
Let's Talk Elections,,https://www.youtube.com/results?search_query=Let's+Talk+Elections,595K,Minnesota cabinet
100x100,,https://www.youtube.com/results?search_query=100x100,595K,Minnesota storage unit
Bassmaster,,https://www.youtube.com/results?search_query=Bassmaster,592K,Minnesota mead
Oh! Neil!,,https://www.youtube.com/results?search_query=Oh!+Neil!,592K,Minnesota oil change
Rita-Marie,,https://www.youtube.com/results?search_query=Rita-Marie,592K,Minnesota bingo
Simply Justice,,https://www.youtube.com/results?search_query=Simply+Justice,592K,Minnesota mega church
Steve & Jenn Diadoo,@stevejenndiadoo,https://www.youtube.com/results?search_query=Steve+&+Jenn+Diadoo,592K,Minnesota homeschool
Barry Strelow / Edina Realty,@barrystrelowedinarealty709,https://www.youtube.com/results?search_query=Barry+Strelow+/+Edina+Realty,592K,Minnesota Open Streets
Klepel Farms,,https://www.youtube.com/results?search_query=Klepel+Farms,592K,Minnesota oil change
WYNBERWOOD,,https://www.youtube.com/results?search_query=WYNBERWOOD,592K,Minnesota homeschool
loyd,,https://www.youtube.com/results?search_query=loyd,592K,bucket list Minnesota
Carter Johnson,,https://www.youtube.com/results?search_query=Carter+Johnson,592K,leaving Minnesota
"LPM Apartments - Minneapolis, MN",,"https://www.youtube.com/results?search_query=LPM+Apartments+-+Minneapolis,+MN",592K,Minneapolis shopping
Brickles Group,,https://www.youtube.com/results?search_query=Brickles+Group,592K,Whittier Minneapolis
Grace Slavic Church,,https://www.youtube.com/results?search_query=Grace+Slavic+Church,591K,Minnesota pentecostal
Lanesboro,,https://www.youtube.com/results?search_query=Lanesboro,586K,Minnesota breakfast
Asiyaa family 🤍,,https://www.youtube.com/results?search_query=Asiyaa+family+🤍,586K,Minnesota Ethiopian food
The Waters Church,,https://www.youtube.com/results?search_query=The+Waters+Church,586K,Minnesota Easter
Backyard Birding MN,,https://www.youtube.com/results?search_query=Backyard+Birding+MN,586K,Minnesota breakfast
x2_jaxoli,,https://www.youtube.com/results?search_query=x2_jaxoli,586K,Minnesota Easter
Minnesota Mama,,https://www.youtube.com/results?search_query=Minnesota+Mama,581K,Minnesota makeup
MK Korean Language School,,https://www.youtube.com/results?search_query=MK+Korean+Language+School,578K,Minnesota Korean class
Learn Chinese with ChineseClass101.com,,https://www.youtube.com/results?search_query=Learn+Chinese+with+ChineseClass101.com,573K,Minnesota Chinese class
MamaBear2ThreeCubs,,https://www.youtube.com/results?search_query=MamaBear2ThreeCubs,563K,Minnesota BBQ
Dat Sota Tv,,https://www.youtube.com/results?search_query=Dat+Sota+Tv,563K,Minnesota BBQ
The bardownski bros,,https://www.youtube.com/results?search_query=The+bardownski+bros,563K,Minnesota sports bar
"Living in the Twin Cities, Minnesota",,"https://www.youtube.com/results?search_query=Living+in+the+Twin+Cities,+Minnesota",563K,Minnesota sports bar
YYC Donut Fest,,https://www.youtube.com/results?search_query=YYC+Donut+Fest,563K,Minnesota donut shop
Moshe Sasonkin,,https://www.youtube.com/results?search_query=Moshe+Sasonkin,563K,Minnesota Chinese class
John Miley,,https://www.youtube.com/results?search_query=John+Miley,563K,Minnesota fertility
Ritu Singh USA - Female Cricketer,,https://www.youtube.com/results?search_query=Ritu+Singh+USA+-+Female+Cricketer,563K,Minnesota cricket
Snarp,,https://www.youtube.com/results?search_query=Snarp,563K,Minnesota sports bar
Phann Sievmey,,https://www.youtube.com/results?search_query=Phann+Sievmey,563K,Minnesota donut shop
bluediamondnatureguys nature,,https://www.youtube.com/results?search_query=bluediamondnatureguys+nature,563K,Snake River Minnesota
jannasmg,,https://www.youtube.com/results?search_query=jannasmg,563K,Minnesota transplant
North House Folk School,,https://www.youtube.com/results?search_query=North+House+Folk+School,558K,Minnesota quilting
YoBoy PIZZA,,https://www.youtube.com/results?search_query=YoBoy+PIZZA,558K,Minnesota bag making
M&D Lawn Care,,https://www.youtube.com/results?search_query=M&D+Lawn+Care,558K,MN dad
Kapascope TV,,https://www.youtube.com/results?search_query=Kapascope+TV,556K,Minnesota sports bar
Bob Zabel,,https://www.youtube.com/results?search_query=Bob+Zabel,550K,Minnesota tea house
Best Life By Brooke ASMR,,https://www.youtube.com/results?search_query=Best+Life+By+Brooke+ASMR,550K,Minnesota homeschool
Word of Life MN Stream,,https://www.youtube.com/results?search_query=Word+of+Life+MN+Stream,544K,MN life
Northern MN Life,,https://www.youtube.com/results?search_query=Northern+MN+Life,544K,MN life
"Your taxes, your money, your questions answered!",,"https://www.youtube.com/results?search_query=Your+taxes,+your+money,+your+questions+answered!",538K,Minnesota accountant
HelloNation,,https://www.youtube.com/results?search_query=HelloNation,538K,Minnesota accountant
Roaming Reckless,,https://www.youtube.com/results?search_query=Roaming+Reckless,534K,Minnesota camping
Prof BlackTruth,,https://www.youtube.com/results?search_query=Prof+BlackTruth,534K,Minnesota professor
River Valley Power & Sport - Marine,,https://www.youtube.com/results?search_query=River+Valley+Power+&+Sport+-+Marine,534K,Minnesota pontoon
More Perfect Union,,https://www.youtube.com/results?search_query=More+Perfect+Union,534K,Minnesota Middle Eastern food
Sharma Boy,,https://www.youtube.com/results?search_query=Sharma+Boy,534K,Minnesota Somali food
